157	JAG1
158	AGT
159	AGTR1
160	AGTR2
161	APLNR
162	AGXT
163	NR0B1
164	AHCY
165	AIC
166	AHR
167	AHSG
168	AIF1
169	AIH3
170	CRYBG1
171	AK1
172	AK2
173	AK4
174	AK4P1
175	AKT1
176	AKT2
177	ALAD
178	ALAS1
179	ALAS2
180	ALB
181	ALCAM
182	ABCD1
183	ALDH1A1
184	ALDH2
185	ALDH3A1
186	ALDH1B1
187	ALDH1A3
188	ALDH3B1
189	ALDH3B2
190	ALDH9A1
191	ALDH3A2
192	ABCD2
193	ALDOA
194	ALDOAP2
195	ALDOB
196	ALDOC
197	AKR1B1
198	AKR1B1P2
199	ALK
200	ALOX12
201	ALOX5
202	ALOX5AP
203	ALOX12B
204	ALOX12P1
205	ALOX12P2
206	ALOX15
207	ALOX15B
208	ALPI
209	ALPL
210	ALPP
211	ALPG
212	ALS3
213	ALX3
214	AMBN
215	AMBP
216	AMCN
217	AMD1
218	AMD1P2
219	AMELX
220	AMELY
221	AMFR
222	AMH
223	AMHR2
224	AMPD1
225	AMPD2
226	AMPD3
227	AMPH
228	BIN1
229	AMT
230	AMY1A
231	AMY1B
232	AMY1C
233	AMY2A
234	AMY2B
235	AMYP1
236	ANCR
237	ANG
238	ANGPT1
239	ANGPT2
240	ANK1
241	ANK2
242	ANK3
243	ANOP1
244	ANPEP
245	SLC25A4
246	SLC25A5
247	SLC25A6
248	ANXA1
249	ANXA2
250	ANXA2P1
251	ANXA2P2
252	ANXA2P3
253	ANXA3
254	ANXA4
255	ANXA5
256	ANXA6
257	ANXA7
258	ANXA11
259	ANXA13
260	AOAH
261	AOC2
262	AOX1
263	APAF1
264	NUDT2
265	APOF
266	APBA1
267	APBA2
268	APBB1
269	APBB2
270	APC
271	APCS
272	AIRE
273	APEH
274	APEX1
275	BIRC2
276	BIRC3
277	XIAP
278	BIRC5
279	APLP1
280	APLP2
281	APOA1
282	APOA2
283	APOA4
284	APOB
285	APOBEC1
286	APOC1
287	APOC1P1
288	AQP8
289	APOC2
290	APOC3
291	APOC4
292	APOD
293	APOE
294	APOH
295	APP
296	APRT
297	KLK3
298	FAS
299	FASLG
300	SHROOM2
301	AQP1
302	AQP2
303	AQP3
304	AQP4
305	AQP5
306	AQP6
307	AQP7
308	AQP9
309	AR
310	ABCC6
311	ARAF
312	ARCN1
313	TRIM23
314	AREG
315	ARF1
316	ARF3
317	ARF4
318	ARL4D
319	ARF4P1
320	ARF5
321	ARF6
322	ARG1
323	ARG2
324	RHOA
325	RHOB
326	RHOC
327	RND3
328	RHOG
329	ARHGAP1
330	ARHGAP4
331	ARHGAP5
332	ARHGAP6
333	ARHGDIA
334	ARHGDIB
335	ARHGDIG
336	RHOH
337	ARL1
338	PHOX2A
339	ARL2
340	ARL3
341	ARNT
342	ARNTL
343	ARR3
344	ARRB1
345	ARRB2
346	ARSA
347	ARSB
348	STS
349	ARSC2
350	ARSD
351	ARSL
352	ARSF
353	ART1
354	ART2P
355	ART3
356	ART4
357	ARVCF
358	ARVD3
359	ARVD4
360	ASAH1
361	ASCL1
362	ASCL2
363	ASD1
364	ASGR1
365	ASGR2
366	ASIP
367	ASL
368	ASLP1
369	ASMT
370	GET3
371	ASNS
372	ASNSP2
373	ASPA
374	ASPH
375	ASS1
376	ASS1P2
377	ASS1P4
378	ASS1P5
379	ASS1P6
380	ASS1P8
381	ASS1P9
382	ASS1P10
383	ASS1P14
384	ASTN1
385	SERPINC1
386	ZFHX3
387	ATD
388	ATF1
389	ATF3
390	ATF4
391	ATF4P1
392	ATHS
393	ATIC
394	ATM
395	RERE
396	ATOH1
397	ATOX1
398	ATP1A1
399	ATP1A2
400	ATP1A3
401	ATP12A
402	ATP1A4
403	ATP1B1
404	ATP1B2
405	ATP1B3
406	ATP1B3P1
407	ATP1B1P1
408	FXYD2
409	ATP2A1
410	ATP2A2
411	ATP2A3
412	ATP2B1
413	ATP2B2
414	ATP2B3
415	ATP2B4
416	ATP4A
417	ATP4B
418	ATP5F1A
419	ALDH7A1
420	ATP5F1AP2
421	ATP5F1B
422	ATP5F1BP1
423	ATP5F1C
424	ATP5F1D
425	ATP5F1E
426	ATP5PB
427	ATP5MC1
428	ATP5MC2
429	ATP5MC3
430	ATP5MC2P1
431	ATP5ME
432	ATP5PF
433	ATP6V1A
434	ATP6V1B1
435	ATP6V1B2
436	ATP6V0C
437	ATP6V1C1
438	ATP6V1E1
439	ATP6V0B
440	ATP6V1G2
441	ATP6V0A1
442	ATP6AP1
443	ATP7A
444	ATP5PO
445	ATP7B
446	ALDH7A1P1
447	ALDH7A1P2
448	ALDH7A1P3
449	ALDH7A1P4
450	ATR
451	ATRX
452	KIF1A
453	AUH
454	AUP1
455	AVP
456	AVPR1A
457	AVPR1B
458	AVPR2
459	AXL
460	AZF1
461	AZGP1
462	AZU1
463	B2M
464	B2MR
465	BAAT
466	BACH1
467	BAD
468	BAG1
469	BAGE
470	ADGRB1
471	ADGRB2
472	ADGRB3
473	BAK1
474	NKX3-2
475	BARD1
476	BAX
477	BBS1
478	BBS2
479	BBS4
480	BCAT1
481	BCAT2
482	BCHE
483	BCKDHA
484	BCKDHB
485	CCND1
486	BCL2
487	BCL2A1
488	BCL2L1
489	BCL2L2
490	BAK1P1
491	BAK1P2
492	BCL3
493	BCL5
494	BCL6
495	BCL7A
496	NBEAP1
497	BCL9
498	TNFRSF17
499	HCN2
500	OPN1SW
501	BCR
502	BCRP4
503	BCS1L
504	BCYRN1
505	BCYRN1P1
506	BCYRN1P2
507	BDH1
508	BDKRB1
509	BDKRB2
510	BDNF
511	BEVI
512	CFB
513	BFSP1
514	BGLAP
515	BGN
516	CEACAM1
517	BHMT
518	BICD1
519	BID
520	BIK
521	PRDM1
522	BLK
523	BLM
524	BLMH
525	CXCR5
526	BLVRA
527	BLVRB
528	BNC1
529	BMI1
530	BMP1
531	BMP2
532	BMP3
533	BMP4
534	BMP5
535	BMP6
536	BMP7
537	BMP8B
538	BMPR1A
539	BMPR1B
540	BMPR2
541	BMX
542	POLR3D
543	BNIP1
544	BNIP2
545	BNIP3
546	BNIP3L
547	BOK
548	DST
549	FOXL2
550	BPGM
551	BPHL
552	BPI
553	BRCA1
554	BRAF
555	BRCA2
556	BRDT
557	ZFP36L1
558	ZFP36L2
559	BRS3
560	BSG
561	BST1
562	BST2
563	BTC
564	BTD
565	KLF9
566	KLF5
567	BTF3
568	BTF3P11
569	BTF3P1
570	BTG1
571	BTK
572	BTN1A1
573	BUB1
574	BVR1
575	BUB1B
576	BYSL
577	TSPO
578	C1QBP
579	SERPING1
580	ERC2-IT1
581	C1QA
582	C1QB
583	C1QC
584	C1R
585	C1S
586	C2
587	C3
588	C3AR1
589	C4A
590	C4B
591	C4BPA
592	C4BPAP2
593	C4BPB
594	CAPN5
595	C5
596	C5AR1
597	C6
598	C7
599	C8A
600	C8B
601	C8G
602	OSGIN2
603	C9
604	VPS51
605	MRPL49
606	ZNHIT2
607	MPPED2
608	MYRF
609	TMEM258
610	DAGLA
611	GAS8-AS1
612	FMNL1
613	LDLRAD4
614	PTTG1IP
615	CFAP410
616	TMEM50B
617	MPPED1
618	CA1
619	CA2
620	CA3
621	CA4
622	CA5A
623	CA5AP1
624	CA6
625	CA7
626	CA8
627	CA9
628	CA11
629	CA12
630	CACD
631	CACNA1A
632	CACNA1B
633	CACNA1C
634	CACNA1D
635	CACNA1E
636	CACNA1F
637	CACNA1S
638	DDR1
639	CACNA2D1
640	CACNB1
641	CACNB2
642	CACNB3
643	CACNB4
644	CACNG1
645	SLC25A20
646	SLC25A20P1
647	CAD
648	CALB1
649	CALB2
650	S100G
651	CALCA
652	CALCB
653	CALCP
654	CALCR
655	CALD1
656	CALM1
657	CALM1P1
658	CALM1P2
659	CALM2
660	CALM2P2
661	CALM2P3
662	CALM3
663	CALML3
664	CALR
665	CALU
666	CAMK4
667	CAMK2A
668	CAMK2B
669	CAMK2D
670	CAMK2G
671	CAMLG
672	CAMP
673	CANX
674	CAPG
675	CAPN1
676	CAPN2
677	CAPN3
678	CAPNS1
679	CAPN6
680	CAPS
681	CAPZA1
682	CAPZA2
683	CAST
684	CAPZB
685	CARS1
686	CASP1
687	CASP2
688	CASP3
689	CASP4
690	CASP5
691	CASP6
692	CASP7
693	CASP8
694	CASP9
695	CASP10
696	CASQ1
697	CASQ2
698	CASR
699	CAT
700	CATR1
701	CAV1
702	CAV2
703	CAV3
704	RUNX2
705	RUNX1
706	RUNX1T1
707	CBFA2T3
708	RUNX3
709	CBFB
710	SERPINA6
711	CBL
712	CBLB
713	CBLN1
714	SERPINH1
715	CBR1
716	CBR3
717	CBS
718	CCA1
719	CCIN
720	CCAL1
721	KYAT1
722	CCK
723	CCKAR
724	CCKBR
725	KRIT1
726	CCNA2
727	CCNB1
728	CCNC
729	CCND2
730	CCND2P1
731	CCND3
732	CCND3P1
733	CCNE1
734	CCNF
735	CCNG1
736	CCNG2
737	CCNH
738	CCNT1
739	CCNT2
740	CCT
741	CCT6A
742	CD1A
743	CD1B
744	CD1C
745	CD1D
746	CD1E
747	CD2
748	CD3D
749	CD3E
750	CD3G
751	CD247
752	CD4
753	CD5
754	CD5L
755	CD6
756	CD7
757	CD8A
758	CD8B
759	CD8B2
760	CD9
761	CD14
762	CD19
763	MS4A1
764	MS4A3
765	CD22
766	CD24P1
767	CD24P2
768	CD24P3
769	CD24P4
770	CD27
771	CD28
772	CD80
773	CD86
774	TNFRSF8
775	TNFSF8
776	CD33
777	SIGLEC6
778	CD34
779	CD36
780	SCARB1
781	SCARB2
782	CD37
783	CD38
784	ENTPD1
785	ENTPD2
786	ENTPD6
787	ENTPD3
788	ENTPD5
789	CD40
790	CD40LG
791	CD44
792	CD47
793	CD48
794	CD53
795	CD58
796	CD59
797	CD63
798	CD68
799	CD69
800	CD70
801	CD72
802	CD74
803	CD79A
804	CD79B
805	CD81
806	ADGRE5
807	CD151
808	CDA
809	CDAN3
810	CDB2
811	CDK1
812	CDK11B
813	LRBA
814	CDC5L
815	SEPTIN7
816	CDC6
817	CDC20
818	CDC25A
819	CDC25B
820	CDC25C
821	CDC27
822	CDC34
823	CDC42
824	CDH1
825	CDH2
826	CDH3
827	CDH4
828	CDH5
829	CDH6
830	CDH7
831	CDH8
832	CDH9
833	CDH10
834	CDH11
835	CDH12
836	CDH12P2
837	CDH13
838	CDH15
839	CDH16
840	CDH17
841	CDH18
842	CDK2
843	CDK3
844	CDK4
845	CDK5
846	CDK6
847	CDK7
848	CDK8
849	CDK9
850	CDKN1A
851	CDKN1B
852	CDKN1C
853	CDKN2A
854	CDKN2B
855	CDKN2C
856	CDKN2D
857	CDKN3
858	CDO1
859	CDR1
860	CDR2
861	CDS1
862	CDSN
863	CD52
864	CDX1
865	CDX2
866	CDX4
867	CLGN
868	CEACAM5
869	CEBPA
870	CEBPB
871	CEBPD
872	CEBPE
873	CEBPG
874	CECR
875	CEL
876	CELP
877	CENPA
878	CENPB
879	CENPC
880	CENPCP1
881	CENPE
882	CENPF
883	CES1
884	CETN1
885	CETN2
886	CETN3
887	CETP
888	CFL1
889	CFL2
890	CFL1P5
891	CTSC
892	CFTR
893	CGA
894	CGB3
895	CGF1
896	CEACAM3
897	CEACAMP5
898	CEACAMP11
899	CEACAM7
900	CEACAM8
901	CEACAM4
902	CEACAMP1
903	CEACAMP2
904	CEACAMP3
905	CEACAMP4
906	CEACAMP6
907	CEACAMP7
908	CEACAMP8
909	CEACAMP9
910	CEACAMP10
911	CHAD
912	RCBTB2
913	CHAT
914	RCC1
915	CHD1
916	CHD2
917	CHD3
918	CHD4
919	AKR1C4
920	CHEK1
921	FOXN3
922	CHGA
923	CHGB
924	CHI3L1
925	CHI3L2
926	CHIT1
927	CHKA
928	CHKB
929	CHM
930	CHML
931	CHN1
932	CHN2
933	CHRM1
934	CHRM2
935	LYST
936	CHRM3
937	CHRM4
938	CHRM5
939	CHRNA1
940	CHRNA2
941	CHRNA3
942	CHRNA4
943	CHRNA5
944	CHRNA7
945	CHRNB1
946	CHRNB2
947	CHRNB3
948	CHRNB4
949	CHRND
950	CHRNE
951	CHRNG
952	CHUK
953	CIDEA
954	CKB
955	CIRBP
956	CISH
957	TBCB
958	CKBE
959	CKBP1
960	CKM
961	CKMT1B
962	CKMT2
963	ERCC8
964	CKS1B
965	CKS2
966	CLA3
967	AP2M1
968	AP1S1
969	AP2S1
970	AP3S1
971	CLC
972	CLCA1
973	CLCN1
974	CLCN2
975	CLCN3
976	CLCN4
977	CLCN5
978	CLCN6
979	CLCN7
980	CLCNKA
981	CLCNKB
982	CLU
983	CLIC1
984	CLIC2
985	CLK1
986	CLK2
987	CLK2P1
988	CLK3
989	TPP1
990	CLN3
991	CLN5
992	CLNS1AP1
993	CLNS1A
994	CLPS
995	CLPTM1
996	CLTA
997	CLTB
998	CLTC
999	CMA1
1000	CMD1B
1001	CCR1
1002	CCR3
1003	CCR4
1004	CCR5
1005	CCR6
1006	CCR7
1007	CCR8
1008	ACKR2
1009	CMKLR1
1010	LTB4R
1011	CMM
1012	ABCC2
1013	CMTX2
1014	CMTX3
1015	CNA1
1016	CNC2
1017	CNGB1
1018	CNGA1
1019	CNGA2
1020	CNGA3
1021	CNGA4
1022	PLK3
1023	CNN1
1024	CNN2
1025	CNN3
1026	CNP
1027	CNR1
1028	CNR2
1029	CNTF
1030	CNTFR
1031	CNTN1
1032	COD2
1033	COL1A1
1034	COL1A2
1035	COL1AR
1036	COL2A1
1037	COL3A1
1038	COL4A1
1039	CTD
1040	COL4A2
1041	COL4A3
1042	COL4A4
1043	COL4A5
1044	COL4A6
1045	COL5A1
1046	COL5A2
1047	COL6A1
1048	COL6A2
1049	COL6A3
1050	COL7A1
1051	COL8A1
1052	COL8A2
1053	COL9A1
1054	COL9A2
1055	COL9A3
1056	COL10A1
1057	COL11A1
1058	COL11A2
1059	COL12A1
1060	COL13A1
1061	COL15A1
1062	COL16A1
1063	COL17A1
1064	COL19A1
1065	COMP
1066	COMT
1067	COPA
1068	COPB1
1069	KLF6
1070	SLC31A1
1071	SLC31A2
1072	CORD1
1073	CORT
1074	MAP3K8
1075	COX4I1
1076	COX5B
1077	COX5BP1
1078	COX5BP2
1079	COX5BP3
1080	COX5BP4
1081	COX5BP7
1082	COX6A1
1083	COX6A1P1
1084	COX6A2
1085	COX6B1
1086	COX6B1P2
1087	COX6B1P3
1088	COX6C
1089	COX7A1
1090	COX7A2
1091	COX7A2P2
1092	COX7B
1093	COX7C
1094	COX8A
1095	COX10
1096	COX11
1097	COX15
1098	CP
1099	CPA1
1100	CPA2
1101	CPA3
1102	CPB1
1103	CPB2
1104	CPD
1105	CPE
1106	CLDN4
1107	CLDN3
1108	CLDN7
1109	CPM
1110	CPN1
1111	CPN2
1112	CPOX
1113	CPS1
1114	CPT1A
1115	CPT1B
1116	CPT2
1117	CR1
1118	CR1L
1119	CR2
1120	CRABP1
1121	CRABP2
1122	CRAT
1123	CREB1
1124	ATF2
1125	CREBBP
1126	ATF6B
1127	CREBL2
1128	CREM
1129	CRH
1130	CRHBP
1131	CRHR1
1132	CRHR2
1133	CRIP1
1134	CRIP2
1135	CRK
1136	CRKL
1137	CRMP1
1138	CRP
1139	HAPLN1
1140	CRX
1141	CRY1
1142	CRY2
1143	CRYAA
1144	CRYAB
1145	CRYBA1
1146	CRYBA2
1147	CRYBA4
1148	CRYBB1
1149	CRYBB2
1150	CRYBB2P1
1151	CRYBB3
1152	CRYGA
1153	CRYGB
1154	CRYGC
1155	CRYGD
1156	CRYGFP
1157	CRYGGP
1158	CRYGS
1159	CRYM
1160	CRYZ
1161	CRYZP1
1162	CS
1163	MAPK14
1164	CSE1L
1165	CSF1
1166	CSF1R
1167	CSF2
1168	CSF2RA
1169	CSF2RB
1170	CSF3
1171	CSF3R
1172	CSH1
1173	CSH2
1174	CSHL1
1175	CSK
1176	CSN1S1
1177	CSN2
1178	CSN3
1179	CSNK1A1
1180	CSNK1D
1181	CSNK1E
1182	CSNK1G2
1183	CSNK1G3
1184	CSNK2A1
1185	CSNK2A2
1186	CSNK2B
1187	VCAN
1188	NCAN
1189	CSPG4
1190	CSRP1
1191	CSRP2
1192	CSRP2P1
1193	SLC25A10
1194	CST1
1195	CST2
1196	CST3
1197	CST4
1198	CST5
1199	CST6
1200	CSTA
1201	CSTB
1202	CSTF1
1203	CSTF2
1204	CSTF3
1205	CSTP1
1206	CSTP2
1207	NKX2-5
1208	CTAA1
1209	CTAA2
1210	CTAG1B
1211	CTBS
1212	CTBP1
1213	CTBP2
1214	CTF1
1215	CCN2
1216	CTH
1217	CTLA4
1218	CTNNA1
1219	CTNNA2
1220	CTNS
1221	CTNNA1P1
1222	CTNNB1
1223	CTNND1
1224	CTNND2
1225	CTPS1
1226	CTRB1
1227	CTRL
1228	CTSB
1229	CTSD
1230	CTSE
1231	CTSG
1232	CTSH
1233	CTSK
1234	CTSL
1235	CTSV
1236	CTSLP2
1237	CTSLP8
1238	CTSO
1239	CTSS
1240	CTSW
1241	CTSZ
1242	CUX1
1243	CX3CR1
1244	CXADR
1245	CXB3S
1246	TEX28
1247	CYB5A
1248	CYB5AP3
1249	CYB5AP4
1250	CYB561
1251	CYBA
1252	CYBB
1253	CYC1
1254	CYLC1
1255	CYLC2
1256	CYLD
1257	CYMD
1258	CYP1A1
1259	CYP1A2
1260	CYP1B1
1261	CYP2A6
1262	CYP2A7
1263	CYP2A7P1
1264	CYP3A7
1265	CYP2A13
1266	CYP2B6
1267	CYP2B7P
1268	CYP2C19
1269	CYP2C8
1270	CYP2C9
1271	CYP2C18
1272	CYP2D7
1273	CYP2D6
1274	CYP2D7BP
1275	CYP2D8P
1276	CYP2E1
1277	CYP2F1
1278	CYP2J2
1279	CYP3A4
1280	CYP3A5
1281	CYP3A51P
1282	CYP4A11
1283	CYP4B1
1284	CYP7A1
1285	CYP8B1
1286	CYP11A1
1287	CYP11B1
1288	CYP11B2
1289	CYP17A1
1290	ADAM3A
1291	CYP19A1
1292	CYP21A2
1293	CYP21A1P
1294	CYP24A1
1295	CYP26A1
1296	CYP27A1
1297	CYP27B1
1298	CYP51A1
1299	ADAM3B
1300	DAB1
1301	DAB2
1302	DACH1
1303	DAD1
1304	CD55
1305	DAG1
1306	DGKA
1307	DGKB
1308	DGKG
1309	DGKQ
1310	DAO
1311	DAP
1312	DAPK1
1313	DAPK3
1314	DARS1
1315	DAXX
1316	DAZ1
1317	DAZL
1318	BRINP1
1319	DBH
1320	DBI
1321	DBIP2
1322	DBIP1
1323	DBN1
1324	DBP
1325	DBT
1326	DCC
1327	ECI1
1328	DCK
1329	DCN
1330	DCTD
1331	ACE
1332	DCR
1333	DCT
1334	DCTN1
1335	DCX
1336	DDB1
1337	DDB2
1338	DDC
1339	AKR1C1
1340	AKR1C2
1341	GADD45A
1342	GADD45AP1
1343	DDIT3
1344	DDOST
1345	DDT
1346	DDX1
1347	DDX3X
1348	DDX5
1349	DDX6
1350	DMXL1
1351	DHX8
1352	DHX9
1353	DHX9P1
1354	DDX10
1355	DDX11
1356	DHX15
1357	DECR1
1358	DEFA1
1359	DEFA3
1360	DEFA4
1361	DEFA5
1362	DEFA6
1363	DEFB1
1364	DEFB4A
1365	DES
1366	CFD
1367	DFFA
1368	DFFB
1369	TIMM8A
1370	DFNX3
1371	GSDME
1372	DFNA7
1373	COCH
1374	DFNA16
1375	DFNB5
1376	DFNB13
1377	DFNB14
1378	DFNB17
1379	DFNB20
1380	DGCR
1381	DGUOK
1382	DHCR7
1383	DHCR24
1384	DHFR
1385	DHFRP3
1386	DHODH
1387	DHPS
1388	CYB5R3
1389	NQO1
1390	DIAPH1
1391	DIAPH2
1392	SEPTIN1
1393	DIH1
1394	DIO1
1395	DIO2
1396	DIO3
1397	DKC1
1398	DLAT
1399	DLD
1400	DLG1
1401	DLG2
1402	DLG3
1403	DLG4
1404	DLST
1405	DLSTP1
1406	DLX1
1407	DLX2
1408	DLX3
1409	DLX4
1410	DLX5
1411	DLX6
1412	DMBT1
1413	DMD
1414	SARDH
1415	DMP1
1416	DNM1
1417	DMPK
1418	DMRT1
1419	DMWD
1420	DNA2
1421	DNAH5
1422	DNAH6
1423	DNAH8
1424	DNAH9
1425	DNASE1
1426	DNASE1L1
1427	DNASE1L2
1428	DNASE1L3
1429	DNASE2
1430	DYNC1H1
1431	DYNC1I1
1432	DYNC1I2
1433	DYNC1LI2
1434	DNCM
1435	DNM2
1436	DNMT1
1437	TRDMT1
1438	DNMT3A
1439	DNMT3B
1440	DNTT
1441	DOCK1
1442	DOCK2
1443	DOCK3
1444	DOK1
1445	DXO
1446	DPAGT1
1447	DPEP1
1448	DPH1
1449	DPH2
1450	DPP4
1451	DPP6
1452	DPT
1453	DPYD
1454	DPYS
1455	DPYSL2
1456	DPYSL3
1457	DR1
1458	SLC26A3
1459	DRD1
1460	DRD2
1461	DRD3
1462	DRD4
1463	DRD5
1464	DRD5P1
1465	DRD5P2
1466	DRG2
1467	ARID3A
1468	DRP2
1469	ATN1
1470	DSC1
1471	DSC2
1472	DSC3
1473	DSCAM
1474	RCAN1
1475	DSG1
1476	DSG2
1477	DSG3
1478	TSC22D3
1479	DSP
1480	EPYC
1481	DSPP
1482	SLC26A2
1483	DTNA
1484	DTNB
1485	HBEGF
1486	DTX1
1487	DTYMK
1488	ECM2
1489	DUSP1
1490	DUSP2
1491	DUSP3
1492	DUSP4
1493	DUSP5
1494	DUSP6
1495	DUSP7
1496	DUSP8
1497	DUSP9
1498	DUT
1499	DVL1
1500	DVL2
1501	DVL3
1502	DWS
1503	DYRK1A
1504	TOR1A
1505	DYT7
1506	DYX1
1507	E2F1
1508	E2F2
1509	E2F3
1510	E2F3P1
1511	E2F4
1512	E2F5
1513	E2F6
1514	E4F1
1515	E11S
1516	EBF1
1517	GPR183
1518	EBM
1519	EBR3
1520	EBVS1
1521	ECE1
1522	TYMP
1523	ECH1
1524	ECHS1
1525	ECM1
1526	ECT2
1527	EDA
1528	S1PR1
1529	LPAR1
1530	S1PR3
1531	EDN1
1532	EDN2
1533	EDN3
1534	EDNRA
1535	EDNRB
1536	PHC1
1537	PHC2
1538	EEC1
1539	EEC2
1540	EEF1A1
1541	EEF1A2
1542	EEF1A1P43
1543	EEF1B2P1
1544	EEF1B2
1545	EEF1B2P2
1546	EEF1D
1547	EEF1G
1548	EEF2
1549	EIF2D
1550	EEGV1
1551	EFNA1
1552	EFNA2
1553	EFNA3
1554	EFNA4
1555	EFNA5
1556	EFNB1
1557	EFNB2
1558	EFNB3
1559	EGF
1560	CELSR3
1561	CELSR2
1562	MEGF6
1563	MEGF8
1564	MEGF9
1565	EGFR
1566	EGI
1567	EGR1
1568	EGR2
1569	EGR3
1570	EGR4
1571	EHHADH
1572	EIF1AX
1573	EIF2S1
1574	EIF2B1
1575	EIF2S3
1576	EPHA2
1577	EIF4A1
1578	EIF4A2
1579	EIF4B
1580	EIF4E
1581	EIF4EBP1
1582	EIF4EBP2
1583	EIF4EP1
1584	EIF4G1
1585	EIF4G2
1586	EIF5
1587	EIF5A
1588	EIF5AP2
1589	EIF5AP3
1590	CELA1
1591	ELANE
1592	SERPINB1
1593	ELAVL2
1594	ELAVL1
1595	ELAVL3
1596	ELAVL4
1597	ELF1
1598	ELF2
1599	ELF3
1600	ELF4
1601	ELF5
1602	ELK1
1603	ELK2AP
1604	ELK3
1605	ELK4
1606	ELN
1607	EML1
1608	EMD
1609	MARK2
1610	EMP1
1611	EMP2
1612	EMP3
1613	ADGRE1
1614	EMX1
1615	CTTN
1616	EMX2
1617	EN1
1618	EN2
1619	ENDOG
1620	ENG
1621	ENO1
1622	ENO1P1
1623	ENO2
1624	ENO3
1625	ENPEP
1626	ENSA
1627	SLC29A1
1628	ENUR1
1629	ENUR2
1630	EP300
1631	EPAS1
1632	EPB41
1633	EPB41L1
1634	EPB41L2
1635	EPB42
1636	DMTN
1637	STOM
1638	EPHA1
1639	EPHA3
1640	EPHA4
1641	EPHA5
1642	EPHA7
1643	EPHA8
1644	EPHB1
1645	EPHB2
1646	EPHB3
1647	EPHB4
1648	EPHB6
1649	EPHX1
1650	EPHX2
1651	STX2
1652	CLN8
1653	EPO
1654	EPOR
1655	EPRS1
1656	EPS8
1657	EPS15
1658	NR2F6
1659	ERBB2
1660	ERBB3
1661	ERBB4
1662	ERCC1
1663	ERCC2
1664	EREG
1665	EYA4
1666	ERCC3
1667	ERCC4
1668	ERCC5
1669	ERCC6
1670	ERCM1
1671	ERF
1672	ERG
1673	ERH
1674	ERN1
1675	ERV3-1
1676	ESA4
1677	FBL
1678	ESAT
1679	ESB3
1680	ESD
1681	ESR1
1682	ESR2
1683	ESRRA
1684	ESRRB
1685	ESRRG
1686	ETF1
1687	ETFA
1688	ETFB
1689	ETFDH
1690	ETM2
1691	ETS1
1692	ETS2
1693	ETV1
1694	ETV2
1695	ETV3
1696	ETV4
1697	ETV5
1698	ETV6
1699	EVC
1700	MECOM
1701	EVI2A
1702	EVI2B
1703	EVPL
1704	EVX1
1705	EWSR1
1706	EXT1
1707	EXT2
1708	EXT3
1709	EXTL1
1710	EXTL2
1711	EXTL3
1712	EYA1
1713	EYA2
1714	EYA3
1715	EYCL1
1716	EZH1
1717	EZH2
1718	F2
1719	F2R
1720	F2RL1
1721	F2RL2
1722	F3
1723	F5
1724	F7
